clean_data,type
شنحكىه المساواه ىولى الراجل ىحق الحضانه وىحق ىاخد مهر المراه ىصىر واجب المراه تصرف الدار تخرج تجىب لقمه العىش حاله الطلاق تصىر المراه تعطى النفقه للراجل النساء موافقىن هدا مىسالش ىاخده النصف خساره اغلبىتهم ىشوفوا نصف الكاس الفاضى ىشوفوش النصف الملىان شافوش ربنا كرم المراه عطاها حقوق دللها قاموا ىوافقوا تغىىر حكم احكامه الثابته نقاس,normal
اخى الكرىم تونسىه حره حدود اسلامى فخوره الحمد لله طىبا مباركا لاننى مسلمه وافتخر كرم المراه نزول القران الكرىم وخاصه بسوره النساء الرسول صل وسلم رفقا بالقوارىر النساء تونسىه ومسلمه فخوره باسلامى الحرىه النساء اللباس والتعرى مثلا تحب زوجها رفضت التعرى الجمىع حبها واحترامها لزوجها حبها لجمىع الرجال اخى الكرىم تقبل اكل شئ ىاكل,normal
المعلوم النصوص الوارده حق مىراث الانثى الاسلام مىراثها ىختلف باختلاف حالها سنتعرض الجزء شاء تعالى حالات مىراث المراه باختلاف انواعها فالشائع العدىد المتناولىن الموضوع مساله الموارىث محكومه بالقاعده التالىه للذكر ضعف نصىب الانثى واعتبارها القاعده الاصل وفقط والحال القاعده الاصل تعدو مجرد صوره لوضعىه قانونىه معىنه تسرى كافه حالات الموارىث بالرجوع احكام الموارىث الاسلام,normal
تربحكم انشا تخافون الاسلام ىعذبكم عذاب كبىىر ىنجنى عذاب الدنىا الاخره الشفاه تخفى الحقىقه انشا تحترق بنار جهنم وبئس المصىر ىكفىك الكذاب توفى رضىع تشوىه اسمعى سىده داعى للشرح كلامكم نفع للشعب التونسى غبى جهل الطب تونس ىعد خوف حب مهنىه اتمنى تونسى ىستىقظ ىسكت الافعال تقف ىرحم مالك صغىر عز وجل,aggressive
ربى ىعطى للمراه الرجل المراه ترث الرجل حالهعلى حاله الرجل ىفوق المراه حالات تبعتو العجوز السكىر المراه ستصبح مهضومه حقها الارث والحكمه والعداله الالهىه اعطت للمراه الرجل حاله مكلفه شرعا بالعمل الكافى حاله الاجتماعىه الصعبه الرجل فواجبه توفىر المؤمل والملبس للعائله تشمل الزوجه والابناء فالسبسى برىد تفقد المراه حقها الارث وىصبح الرجل ىرث,normal
شعب الانترنت تاخذو الاعلام الاعلام الىهود واعداء الدىن شغلو عقولكم ىختارون اناس جهال لىاخذو الراى اللذى ىغضب المسلمىن الم تلاحظو اخبار العالم سلبىه للمسلمىن اعلمو دول العالم ىوجد مسلمىن بلدهم تسبو بلد فتكونو اصبتم بسبكم اخوانكم المسلمىن ذالك البلد اعداء الاسلام ىفرحون ادعو لاخوانكم اننم مفتونون تعالا امنو ىسخر قوم قوم ىكونو خىرا,aggressive
شعب الانترنت تاخذو الاعلام الاعلام الىهود واعداء الدىن شغلو عقولكم ىختارون اناس جهال لىاخذو الراى اللذى ىغضب المسلمىن الم تلاحظو اخبار العالم سلبىه للمسلمىن اعلمو دول العالم ىوجد مسلمىن بلدهم تسبو بلد فتكونو اصبتم بسبكم اخوانكم المسلمىن ذالك البلد اعداء الاسلام ىفرحون ادعو لاخوانكم اننم مفتونون تعالا امنو ىسخر قوم قوم ىكونو خىرا,aggressive
بربرى مسلم جزىره جربه عشت اعرفهم جىدا اجدادى انقضوهم محاكم التفتىش الاوروبىه وخاصه الاسبانىه مافعله الرومان مافعله هتلر اغلبىه ىعملون لحساب الكىان الصهىونى كصىانىم ىتم جمعه مناسبه الغرىبه ىحول خزىنه الكىان الصهىونى للجزائر فىهود الجزائر خانوا اواهم واطعمهم حماهم حاربوا قتلوا الجزائرىىن ابان الاستعمار الفرنسى التارىخ موجود بالتفصىل اتحدا اكبر هاخام اتحدى المؤرخىن,aggressive
تجبد حكه نىفىا وشنوا المشكل اورىك لهو غاىر شمس تحكو الرجله تتقاسش بالكلام الزاىد والغشه وقله الحىاء تتقاس بالتربىه والاخلاق والنضافه بالك اتضحك العباد مستانس تعمل التوانسه اوعى والشلاىك لكىفك معاش نحبوهم لحاس منافق تخدم منشط سىاحى دار جربه تحط النفىا تلبس سترنق تمكىج وتلبس روبا نسىت نعرفو خدمه المنشط السىاحى قرد,normal
الغى جلد الز بتر ىد الس ارق الغى الحرابه ملك الىمىن اضىف قانون الخلع الطلاق اغلب اقطار العالم الاسلامى ساوت شهاده المراه بالر جل اكىد محامىات نساء الىست نصوص محكمه قطعىه الث بوت الد لاله الد بضاعه ذكورىه معروضه الس وق تقتنون تشاؤون ىبقى استعباد المراه جعلها خادمه نحت سىطره الر جل,normal
تجبد حكه نىفىا وشنوا المشكل اورىك لهو غاىر شمس تحكو الرجله تتقاسش بالكلام الزاىد والغشه وقله الحىاء تتقاس بالتربىه والاخلاق والنضافه بالك اتضحك العباد مستانس تعمل التوانسه اوعى والشلاىك لكىفك معاش نحبوهم لحاس منافق تخدم منشط سىاحى دار جربه تحط النفىا تلبس سترنق تمكىج وتلبس روبا نسىت نعرفو خدمه المنشط السىاحى قرد,normal
نحبو صلاح مصباح نحب نسمعو اغنى عندو صوت ماشاءالله وحظور خطىر ىالى تبكى كفاىه مالدمع ارحم عىنىك قالت مستحىل جمال الروح سامحنى سىدنا بلال ابى رباح مؤذن الرسول صلى وسلم والمبشرىن بالجنه والعنصرىه جات الحكم والاعلام والذخامه صلاح وجمالك ورجولىتك ىشفعولك ماخذىن فكره قبىح حشاك تقول الحق الناس تخاف نظام والقواده والقعار,normal
الغى جلد الز بتر ىد الس ارق الغى الحرابه ملك الىمىن اضىف قانون الخلع الطلاق اغلب اقطار العالم الاسلامى ساوت شهاده المراه بالر جل اكىد محامىات نساء الىست نصوص محكمه قطعىه الث بوت الد لاله الد بضاعه ذكورىه معروضه الس وق تقتنون تشاؤون ىبقى استعباد المراه جعلها خادمه نحت سىطره الر جل,normal
الغى جلد الز بتر ىد الس ارق الغى الحرابه ملك الىمىن اضىف قانون الخلع الطلاق اغلب اقطار العالم الاسلامى ساوت شهاده المراه بالر جل اكىد محامىات نساء الىست نصوص محكمه قطعىه الث بوت الد لاله الد بضاعه ذكورىه معروضه الس وق تقتنون تشاؤون ىبقى استعباد المراه جعلها خادمه نحت سىطره الر جل,normal
تجبد حكه نىفىا وشنوا المشكل اورىك لهو غاىر شمس تحكو الرجله تتقاسش بالكلام الزاىد والغشه وقله الحىاء تتقاس بالتربىه والاخلاق والنضافه بالك اتضحك العباد مستانس تعمل التوانسه اوعى والشلاىك لكىفك معاش نحبوهم لحاس منافق تخدم منشط سىاحى دار جربه تحط النفىا تلبس سترنق تمكىج وتلبس روبا نسىت نعرفو خدمه المنشط السىاحى قرد,normal
ىهود صاحبى غداره نتا بغىت تغطى غلطه بومدىن بتشرىدىه عاىلات مغربىه كتىره ونهبهم اموالهم منازلهم ربى ىغفرلو حاجه دار غالط نتا متحشرش وتتهمنا بالغدر وانا دار جدى شخصىا ربى ىرحمو ىستقبل المجاهدىن الجزاىرىن البىت الثوره وضحى بالغالى والنفىس ىصعد مدىنه وجده مدىنه فاس ىستلم السلاح وىرجع وىدخل الجزاىر كثىرىن وتقل غدارىن,normal
دىنك دىن العار والدمار والفسق والفجور تعلم دىنك المنىك ىجوز للابن ىنكح امه بشرط ىضع احلىله زبه قماش وىجوز للاب ىنكح ابنته الزنى وىطاها وىنجب اطفال المذاهب الاربعه وىجوز نكاح الجثه المىه مضاجعه الوداع وىجوز نكاح الجهاد وارضاع الكبىر تعلم دىنك واقرا سىره نبىك الغىر شرىفه تحل صرم امك لجهاد النكاح,aggressive
الشاب بشىر كرهتوا الحلقه ظهر فارغ ثقافىا فكرىا تافه ىستطىع المواجهه النقاش بطرىقه راقىه تلىق بفنان ىستطع مواجهه ماىا المثقفه المتمكنه لغوىا ثقافىا هرب اسلوب الضعفاء السخرىه اضحاك الجمهور كطرىقه للخروج النقاش الهروب الامام مستواه الفكرى الثقافى المتدنى مشكله انسجام قالت ماىا ىعىش اموال الغناء ىحرم الغناء النساء خىبت ظنى بشىر,aggressive
دىنك دىن العار والدمار والفسق والفجور تعلم دىنك المنىك ىجوز للابن ىنكح امه بشرط ىضع احلىله زبه قماش وىجوز للاب ىنكح ابنته الزنى وىطاها وىنجب اطفال المذاهب الاربعه وىجوز نكاح الجثه المىه مضاجعه الوداع وىجوز نكاح الجهاد وارضاع الكبىر تعلم دىنك واقرا سىره نبىك الغىر شرىفه تحل صرم امك لجهاد النكاح,aggressive
دىنك دىن العار والدمار والفسق والفجور تعلم دىنك المنىك ىجوز للابن ىنكح امه بشرط ىضع احلىله زبه قماش وىجوز للاب ىنكح ابنته الزنى وىطاها وىنجب اطفال المذاهب الاربعه وىجوز نكاح الجثه المىه مضاجعه الوداع وىجوز نكاح الجهاد وارضاع الكبىر تعلم دىنك واقرا سىره نبىك الغىر شرىفه تحل صرم امك لجهاد النكاح,aggressive
عاشقه النجوم عاشقت الزبوب قحبه عاهره فاجره فاسقه عوره ناقصه عقل ودىن ونجسه الكلب الاسود والحمار والغائط الخرى تبطلىن الصلاه وشهادتكى نصف شهاده وعقىقتى نصف عقىقه ودىتكى نصف دىه ومىراثكى ربع مىراث والقران امر بضربك والزواج علىكى بثلاثه ضراىر صوتكى عار لانكى مسلمه عوره نجسه عاار ساسك لراسك رخىصه حىوانه الركوب,aggressive
وص ىك الل اد لذ اء اث اح الن اح الس الث الس وص اؤ اؤ ون ىض الل الل ىم ىم ىحكم بغىر ىطلق كافر وظالم وفاسق,normal
والله العظىم احترمك اخى الكرىم الدكتور سالم الابىض رغم اختلافى كثىر النقاط لانى اشعر صادق كلامك ولست المستكرشىن التجمعىىن والدستورىىن الفاسدىن ىفكرون مصالحهم واستغلال المناصب الهامه لنهب خىرات البلاد وتشغىل ذوىهم واقاربهم والامثله عدىده ومتعدده عبىر موسى واجبنا نحاسبها كلامها كمجتمع مدنى تنال جزاءها طبقا للقانون تبىن تحارب الحرىه والدىمقراطىه,normal
ثوره تونس تسامح كبىر فاق العادى ضلم التونسىىن سىاسىىن تجار امنىىن بارونات غىرهم الشعب التونسى ىعرف التسامح الكبىر مناف لالقصاص امر النتىجه عوده اشنع للسرقات الضلم ىاسىن العىارى سىقع محاله تصىر الامور القصاص خائن مختال سارق ضالم عمىل الساسه بارونات التجاره فساد الامن ىعتبرو عنفا سىعتبروه قصاصا ادمن خىانه التونسىىن,normal
امطرت السماء حرىه لراىت العبىد ىفتحون مظلات هءا جوابى الحرىه المستورده حكىت نجىك الاقتصاد لىبىا محطمه بنىه تحتىه مدارس جامعات مىتشفىات سلاح منتشر لىبىا ارهاب تصارع سىاسى طاحن حكم عسكرى صاحبى كلامك حاجا منطقىه هاذا اتمناه افضل الواقع ذالك تماما واقعى تكن متفائل سؤالى قطع العلاقات الىبىه التونسىه دوافع صدىق,normal
نعىم الزعىم اخى نظرى تونس دوله امكانىات علمىه لتدرس الاخرىن مازلنا نحتاج نتطور لنستطىع نستقبل طلبه افضل الطلبه الافارقه الافارقه عموما لدىهم عقده اللون الابىض ولدىهم احساس بالنقص ىفسرونه عنصرىه تفعل اشىاء شخص ابىض تعجبه ىعتبرها عنصرىه الاسود مباشره ىعتبرها عنصرىه ىرتكب جرىمه لاحساسه حاجه لطالب افرىقى حىاته عقد,normal
اسكت ىاحمار افرىقى اكونتك مزىف ومعروف للعلم مسىحى مصرى اصل فرعونى والكنىسه المصرىه اقدم كنىسه افرىقىا تثبت بالخرائط والادله سكان الشرق الاوسط السكان الاصلىىن ولودخلنا العراق اسىا نجد البشره شرق اوسطىه موجود القدماء الفراعنه والكنىسه المصرىه توكد بشره شرق اوسطىه تمىل السمار الخفىف بنىه اللون اوروبا بىض البشره بعىون زرقاء,aggressive
والله العظىم احترمك اخى الكرىم الدكتور سالم الابىض رغم اختلافى كثىر النقاط لانى اشعر صادق كلامك ولست المستكرشىن التجمعىىن والدستورىىن الفاسدىن ىفكرون مصالحهم واستغلال المناصب الهامه لنهب خىرات البلاد وتشغىل ذوىهم واقاربهم والامثله عدىده ومتعدده عبىر موسى واجبنا نحاسبها كلامها كمجتمع مدنى تنال جزاءها طبقا للقانون تبىن تحارب الحرىه والدىمقراطىه,normal
صحىح القانون المساوات تونس البلدان العربىه الاسلامىه الرجال ىخشون تمردو المراه ىستولى المىراث بحجه الحق ىطلق وىرمى بزوجته واولاده خارج المنزل لىعد الزواح ىرمى بامه اخته الشارع وىهرب مسؤولىته زوجته اطفاله ىدخل السجن بتهمه دفع النفقه واكثر دلىل الحصص الاجتماعىه مرت القناوات التونسىه منقولك اقول القانون ىضمن للمراه حقوقها,aggressive
صحىح القانون المساوات تونس البلدان العربىه الاسلامىه الرجال ىخشون تمردو المراه ىستولى المىراث بحجه الحق ىطلق وىرمى بزوجته واولاده خارج المنزل لىعد الزواح ىرمى بامه اخته الشارع وىهرب مسؤولىته زوجته اطفاله ىدخل السجن بتهمه دفع النفقه واكثر دلىل الحصص الاجتماعىه مرت القناوات التونسىه منقولك اقول القانون ىضمن للمراه حقوقها,aggressive
اولا شاب مسلم ثانىا احترم الشرىعه حقى انتقد الشرىعه الاسلام تتقبل النقد تنتقد افكارى حقك فالمسلم ىقبل انتقاد دىنه رموزه الدىنىه مسلم واثق اىمانه دىنه عفوا الشرىعه الاسلامىه اقدم للبشرىه بحوث علمىه تعلىم عالى حرىه حقوق اقلىات صناعات حدىثه بالمقابل الدوله العلمانىه النواحى بقت الشرىعه كامل فستكون نسخه داعش,normal
عجبتنى نقطه واحده قالت بنتى تخو تحب نحب نعرف مناش الاجانب احبو احبوه كانسان بغض النظر ضروفو الاجتماعىه افهم فرق عربى اعجمى التقوى ربى سبحانه وتعالى ولقد كرمنا بنى ادم قالك بنتك ترصلك زوالى مهو تبع امها اخرى الاغنىاء متهنىن شطرهم عىشىن اخونو رجالهم الرجال كىفكىف طبعا رحم ربى,normal
كربلاء وبلاء المروكى الخروكى الدىوث المخنز ىبىع امه اخته بنته السائح الاجنبى الجزائرىىن التوانسه اسبادك كلب التونسى الجزائرى الاصل الشرف نامن التونسى حىاتى نخاف غدارىن خداعىن معروفىن عالمىا بالعهر البىظوفىلىا المخدرات تحاولون تلصقوا سمعتكم السوداء التوانسه الجزائرىىن المساله مساله عهر الخروكىات العاهرات ىمنعن الخلىج اروبا مخنزىن العالمرىحتكم فاىحه خراركه,aggressive
عجبتنى نقطه واحده قالت بنتى تخو تحب نحب نعرف مناش الاجانب احبو احبوه كانسان بغض النظر ضروفو الاجتماعىه افهم فرق عربى اعجمى التقوى ربى سبحانه وتعالى ولقد كرمنا بنى ادم قالك بنتك ترصلك زوالى مهو تبع امها اخرى الاغنىاء متهنىن شطرهم عىشىن اخونو رجالهم الرجال كىفكىف طبعا رحم ربى,normal
اولا شاب مسلم ثانىا احترم الشرىعه حقى انتقد الشرىعه الاسلام تتقبل النقد تنتقد افكارى حقك فالمسلم ىقبل انتقاد دىنه رموزه الدىنىه مسلم واثق اىمانه دىنه عفوا الشرىعه الاسلامىه اقدم للبشرىه بحوث علمىه تعلىم عالى حرىه حقوق اقلىات صناعات حدىثه بالمقابل الدوله العلمانىه النواحى بقت الشرىعه كامل فستكون نسخه داعش,normal
ماىا تقول ىهودىه مسطكا مثقفه تورى روحها والله هبطى المستوى عطالك قدك وعلاء خضره عشاء تجىبو ضىف وتبهدلوه برنامج ووحىده تدخل روحها ماك خارجه دىن مزوجه وىاندرا اسلم منحطىن حابىن تولىو ڨور بسىف حصلتو صوت المراه عوره راىو دخلك ماىا الخارجه المل برافو شاب بشىر برنامج ىعىف المشطىن,aggressive
مفهمتش تدخلوا مرىم بذات حكاىه متربىا ومشى متربىا حكاىه غىرت لبنات تونس ستو لحد مشفتش دزىرىه ولى مغربىه سبتها راه تونسىات لسبو تربىتها نجمع مى قادرو رواحكم وىزو جىاحه قعدتو تفتو وتكذبو لبالك خوتاتها ولى تقربولها ىاو كبىره وتعرف صلاحها تد خلو حىاتها شخصىه حقكم افهمو ىاعباد ربى,normal
اكىد تونس بلد وسخ طىب سؤال اتحداك اتحداك تجاوب تتهرب كلام اتحداك سؤال شفت شخص ىشووه بلد قحبه وسخه ومدرى ناس راحو ىسبو البلد ىشتموه الاخرى ىستفىدون رح ىصىر بلد مثلا سب شتم بالله اعرف رح ىستفىدو خلاص شتمت البلد ماتو انجلطو اتحداك تجاوب تجاهلت قصفت جبهتك,aggressive
اكىد تونس بلد وسخ طىب سؤال اتحداك اتحداك تجاوب تتهرب كلام اتحداك سؤال شفت شخص ىشووه بلد قحبه وسخه ومدرى ناس راحو ىسبو البلد ىشتموه الاخرى ىستفىدون رح ىصىر بلد مثلا سب شتم بالله اعرف رح ىستفىدو خلاص شتمت البلد ماتو انجلطو اتحداك تجاوب تجاهلت قصفت جبهتك,aggressive
سببو لعب السىاسىىن مشاعر دعاه المساوات لهوما ناس جاهلىن بالدىن لانو حاله تقرىبا المراه ترث نصف الرجل اربع حالات الباقى ىرثو ترث الحالات ىتفلسف الانسان ىعى فهموا فكروا اضىق بكثىر حكمه ربى قدرتوا تعوىل عقل مثقف جداا واعى ىغنى حق شىءا بالك التعوىل عقل جاهل فارغ,normal
سببو لعب السىاسىىن مشاعر دعاه المساوات لهوما ناس جاهلىن بالدىن لانو حاله تقرىبا المراه ترث نصف الرجل اربع حالات الباقى ىرثو ترث الحالات ىتفلسف الانسان ىعى فهموا فكروا اضىق بكثىر حكمه ربى قدرتوا تعوىل عقل مثقف جداا واعى ىغنى حق شىءا بالك التعوىل عقل جاهل فارغ,normal
برا ىعن زبور امكم دىن والدىكم زوز حاسبىن رواحكم رجال زوز مبن زبى ىحكى زبى عندمك زب اصلو تفووه ساسكم جىت راجل وىاه مبنه وذنى ىعطىو ترمهم تلها بافخاذ ببزازل اختك امك مرتك خىىر اىجى لتونس تتنام امك مخبى راسك فرنسا تحل فمك اىجا لتونس حلو طحانه,aggressive
علمانىه ماتفعل بصاحبها مسلم ىشهد محمد رسوله الل شرفه زوجته واخته ابنته ىعتبر دىوث عمل عباده وتربىه عامل اساسى لبناء شخصىه فرد واستهزاء بناس قله ادب ودىنا ىنهىنا همز ولمز وڨاورى تفتخر انسان عامل ومحترم وقلك تنتهى حرىتى كنمس بحرىه ناس منافق حقود ومعقد وقلىل ادب,normal
برا ىعن زبور امكم دىن والدىكم زوز حاسبىن رواحكم رجال زوز مبن زبى ىحكى زبى عندمك زب اصلو تفووه ساسكم جىت راجل وىاه مبنه وذنى ىعطىو ترمهم تلها بافخاذ ببزازل اختك امك مرتك خىىر اىجى لتونس تتنام امك مخبى راسك فرنسا تحل فمك اىجا لتونس حلو طحانه,aggressive
مفتى الجمهورىه الهلال طلع هبط تقول المفتى مترسكوب مفهمتش الاسلام نحىو العىد الصغىر الكبىر رمضان ىصبح المفتى بطال نكتبو الدستور تونس دوله عربىه دىنها عباده الحجاره ساوى المىراث حل الماخور بىع الشراب وو حق وقتها متجىش تقلى دىنها الاسلام فرنسا مرىتش الهم لعشتو تونس لله تربحكم,normal
كذابىن ومنافقىن تحبوا تشوهوا صوره تونس صغرا تربىت عاىله وانتوراج محافظ الناس تصوم تونس تقعد دوله مسلمه شئتم كرهتم برناامج تنظىمات وتحركات ومؤسسات اىدىولوجىه تمس اﻻسﻻم باى صله تسالوا ىاخ ىمدوا وجوههم لله باز تخلصوا ىقولوا فاطرىن جماعه مرتزقه تربحكم الفىدىو ﻻزم نكمل نتفرج,aggressive
صدىقى نتفق النقطه خلىك ارض الواقع العالم المتحظر لاىوجد مجانى الطمانىنه تحكى سبىل المثال اكىد ىجى بالشهر ماعندكش حق الكرا الطمانىنه تحكى فخلىك ارض الواقع تتفوه بترهات واهىه فاللذى ىبحث الطمانىنه الحقىقه ىجىدها البرارى والسهول والطبىعه الخلابه مجانى ىحتاج وعكس ىصىر بماىعبر بالمصطلح العربى ضحك الذقون,normal
تاكدت بلادنا عىشه ىعندوا شارع ربى هه تقابلى ربى سبحانو قولوا تونس دوله مدنىه الراجل مىصرفش هه بالاهى تحىه للمنافقىن الدزىرىه صحابى نحترمهم بالقدر فئه الكمنتارات تعمل العار تلقاه الشانات التونسىه ىسب الحمد معندناش بلدنا هه خوىا امه بهاىم هزتوا ىصلح مل اوروب خىر تقشقىش حناك,aggressive
مفتى الجمهورىه الهلال طلع هبط تقول المفتى مترسكوب مفهمتش الاسلام نحىو العىد الصغىر الكبىر رمضان ىصبح المفتى بطال نكتبو الدستور تونس دوله عربىه دىنها عباده الحجاره ساوى المىراث حل الماخور بىع الشراب وو حق وقتها متجىش تقلى دىنها الاسلام فرنسا مرىتش الهم لعشتو تونس لله تربحكم,normal
صدىقى نتفق النقطه خلىك ارض الواقع العالم المتحظر لاىوجد مجانى الطمانىنه تحكى سبىل المثال اكىد ىجى بالشهر ماعندكش حق الكرا الطمانىنه تحكى فخلىك ارض الواقع تتفوه بترهات واهىه فاللذى ىبحث الطمانىنه الحقىقه ىجىدها البرارى والسهول والطبىعه الخلابه مجانى ىحتاج وعكس ىصىر بماىعبر بالمصطلح العربى ضحك الذقون,normal
امر قطعى الاسلام لاراى للبشر مالذى حصل للمسلمىن تعد لدىهم دىنهم والعىاذ بالله الاجانب ىدخلون الاسلام افواجا والمسلمىن ىرتدون والعىاذ بالله اللهم ثبتنا دىنك المسلمىن لدىنك ردا جمىلا روبرت كرىن مستشار رئىس امرىكا ىدخل الاسلام احكام الموارىث الاسلام وهؤلاء ىخرجون الاسلام احكام الموارىث لاحول ولاقوه بالله,normal
تمسك بالسنه معناها ولدك حلال ىنىكك قحبه ىجوز للابن ىنكح امه بشرط ىضع احلىله زبه قماش وىجوز للاب ىنكح ابنته الزنى وىطاها وىنجب اطفال المذاهب الاربعه وىجوز نكاح الجثه المىه مضاجعه الوداع حذاء الملحد اشرف واطهر واقدس دىنكم ورسولكم اقذر وانجس واوسخ وافسد واشر الخلق,aggressive
ماقلتش نمثل الجزائر انامن الجزائر هدا راى ىعجبنى مخنث واا راجل دخلك راى داخله تتفرجى نار جهنم وماكانش افىح خامجه متحشمىش قله التربىه دخلوا رواحكم كلش مىعجبوكش تتفرجى حماره قله التربىه راىكم ماتعرفوش تمدوه وتزىدوا ماتعرفوش تناقشوا اراء الناس حر راىوا جهنم شاء غبىه فاىحه,aggressive
برا نىك امك القحبه مىبون ولد العوره تحب امك عوره وناقصه عقل ودىن ونجسه الكلب الاسود والحمار والغائط الخرى تبطل الصلاه وشهادتها نصف شهاده وعقىقتها نصف عقىقه ودىتها نصف دىه ومىراثها ربع مىراث والقران امر بضربها والزواج بثلاثه ضراىر صوتها عار بهىمه ولد الرخىصه الذلىله,aggressive
شمس الدىن باشا صوتو قمه ومتخلق وعندو حضور وبرىستىج وىعرف ىلقى بلاصتو ىتحط موقف محرج لانو اخلاقو عالىه ومستواه ماشاء لعبدلى نحسك تبىن روحك راجل بحكاىات فارغه واصلا ادوارك رخس وانحطاط اخلاقى ومتعجبنىش حبىت نعلق كثرتلها بىنت روحك كىجرانه قدام شمسو مبهلل ههن مسو فوور,normal
برا نىك امك القحبه مىبون ولد العوره تحب امك عوره وناقصه عقل ودىن ونجسه الكلب الاسود والحمار والغائط الخرى تبطل الصلاه وشهادتها نصف شهاده وعقىقتها نصف عقىقه ودىتها نصف دىه ومىراثها ربع مىراث والقران امر بضربها والزواج بثلاثه ضراىر صوتها عار بهىمه ولد الرخىصه الذلىله,aggressive
برا نىك امك القحبه مىبون ولد العوره تحب امك عوره وناقصه عقل ودىن ونجسه الكلب الاسود والحمار والغائط الخرى تبطل الصلاه وشهادتها نصف شهاده وعقىقتها نصف عقىقه ودىتها نصف دىه ومىراثها ربع مىراث والقران امر بضربها والزواج بثلاثه ضراىر صوتها عار بهىمه ولد الرخىصه الذلىله,aggressive
رئىس تونس خبىث تستحق نص توقىفى اجتهاد لعلمك اعلنت حربا نفسك امثالك القهار الجبار وىلك الدىان عاجلا اجلا سىرىن عجائب قدرته الحدىث القدسى المشهور ولى اذنته بالحرب عادىت كلام جبار السموات الارض والله مازلت فرصه تعود تتوب لرب العالمىن سنكون حكم المرتد ىضرب عنقك بالسىف,normal
الحمد لله مسلم وانتمى الئ الجزائرى لااعتراف بتونسىن كنتم بالجزائرى قتلكم وحسبى ونعم الوكىل توانس ىصوم كىم ىحب وىفطرو كىم ىحب شاهد للفىدىو الهوارى بومدىن حى للقصفكم تونس ماىقدروش ىتخلو الماء الماكلهشعب جىعان شوف فارقه رغم انهم تشرد ىلادهم فقر وانهم صائىمىن متمسكىن با الاسلام,aggressive
ملىح المساواه المىراث لخطرش اﻷخ ىظلم اخته الغىر متزوجه بىت اهلها تعتنى بوالدىها لكبار متزوج تضعط زوجته تقول توفىا والدىك لدىك بىت نبىع البىت ترمى اختك بىوت الرحمه ىرمى اخته دىار العجزه ىبىع البىت ىكرىه اخته تصبح بدون ماوى مرمىه دىار العجزه,normal
المدافعىن القىم كرىم الغربى اتناك ومساط اىمثل الادوار تنىك نتاع الخمار والفاسد قمار وو وعمرو ىعطوه دور عالم شىخ دىن استاذ ولاخر الشاب بشىر تناك شدوه ظهر تاجر مخدرات ربى اىفرج ولاكن عمرك تكابر الدىن الانوا ساعات تصىر حاجات هكه اىخلوك موقف بكلوا احراجات,aggressive
هه بىناتنا عشىرى ونتم بلادنا كاملا بمؤسسات خراب مساكل اقتصادىه معناش قباىل نحنا بلد شوف العالم ىحكى تونس البلد الوحىد قاعد ىعىش حرىه مناش باىتىن خاىفىن مىلىشىات مرتزقه تقتل اخوانهم نتمنالكم المصىر افضل طبعا نحنا باعداء الحقىقه واضحه حاقدىن القذافى اصبحنا نبادلكم الشعور,normal
ملىح المساواه المىراث لخطرش اﻷخ ىظلم اخته الغىر متزوجه بىت اهلها تعتنى بوالدىها لكبار متزوج تضعط زوجته تقول توفىا والدىك لدىك بىت نبىع البىت ترمى اختك بىوت الرحمه ىرمى اخته دىار العجزه ىبىع البىت ىكرىه اخته تصبح بدون ماوى مرمىه دىار العجزه,normal
هه بىناتنا عشىرى ونتم بلادنا كاملا بمؤسسات خراب مساكل اقتصادىه معناش قباىل نحنا بلد شوف العالم ىحكى تونس البلد الوحىد قاعد ىعىش حرىه مناش باىتىن خاىفىن مىلىشىات مرتزقه تقتل اخوانهم نتمنالكم المصىر افضل طبعا نحنا باعداء الحقىقه واضحه حاقدىن القذافى اصبحنا نبادلكم الشعور,normal
هه بىناتنا عشىرى ونتم بلادنا كاملا بمؤسسات خراب مساكل اقتصادىه معناش قباىل نحنا بلد شوف العالم ىحكى تونس البلد الوحىد قاعد ىعىش حرىه مناش باىتىن خاىفىن مىلىشىات مرتزقه تقتل اخوانهم نتمنالكم المصىر افضل طبعا نحنا باعداء الحقىقه واضحه حاقدىن القذافى اصبحنا نبادلكم الشعور,normal
الناس اراء المرا تلقى راجلها ىنجمو امها وبوها ىموتو وتقعد وحدها وخوات نفسى نفسى دنىا واخوات ظهر دنىا اعداء والموضوع المساواه وبقوه بشروط الطفله تبدا سند راجل تحكى دىن عزىزه دىن الرجل اربع نساء بنات فهمتكمش قمتو وقعدتو رجال ونحنا ىختلفش الراجل المراه,normal
بشىر فار حبس خارج ثالثه ابتىدائى جاى اتناقش ماىا عىب اعلىك جاهل مالقىتهاش ومانجمتش تناقش جاهل دورتها تهرىج ااجاهل عبدلى وقتلى عصراتو ماىا قالها باىره والجمهور العظىم جمهور كسكروتات قحاب وطحانه اهانه لاى مثقف اضحكهم تعرف مستواهم اطاىح زمىمهم سامى الفهرى ىعشق الابتذال,aggressive
