تفوه حيوان,abusive
لكيدهن عضيم,normal
قحبة دير حجاب وانبعد تفتي تحيا الجزائر,abusive
ويرحم والدين ضربها نحبش الشماته العنف تستاهل كفوف العاقبه للعين لخري,normal
لأصول الجينية للشعب التونسي,normal
تربحكم انشأ تخافون الاسلام يعذبكم عذاب كبييييير ينجنى عذاب الدنيا الآخرة الشفاه تخفي الحقيقة انشأ تحترق بنار جهنم وبئس المصير يكفيك الكذاب توفي رضيع تشويه اسمعي سيدة داعي للشرح أكثر كلامكم نفع للشعب التونسي غبي جهل الطب تونس الآن يعد خوف حب مهنية أتمنى تونسي يستيقظ يسكت الأفعال تقف يرحم مالك صغير عز وجل,hate
اللهم ارينا غضبك وسخطك,abusive
ضهرت معرسا نصدق هادا,normal
ماله مكتبي ياختي,normal
يحبوش راجل احبو موبنة شعب ميبون اكا وجيهة شرموطة,abusive
ماتجاوبهمش ماركة مزود الثقافة خاطيهم,normal
حاجة كهو واصلوا حياتكم معرسة زوز صغار فيبالو عرف سي بوثلجة السلام,normal
البلاد قتلتو الفرحه قتلتو الزوالي قتلتو المتخرجين كملتو قتلتو لملايكا يهلكم كرهتونا هالعيشه,normal
مايا تكبر تحلا بثقافتك تحلا تحلا,normal
ياخى حكاية ولد عواطف مافهمتش بالله الخمسين هههه دار مااجيبهاش,normal
خوذ نضرة خايبة اخرج حياتنا نمشي نلقاكم تعلقو ماعندكمش حاجا حياتكم,normal
رجاء حذف صورة الشيطان اعزكم لاجنس امرأة رجل,normal
متربي لطفي وظهرت كش راجل تحط نيفيا,normal
تونس مشات صحيبى دولا ريى طبيبي تونس مشات دولا تعرات شيواب شاد ومات شنؤ صيار فينىء دولا غريب علاين علاء نبين وافقر حكم ربي يحسبكم تونس راي بلادكم تحب تسمع لبقي كلامنى,normal
بالعكس أقمتم الشريعة ينتشر الفسق والفجور والكبائر وزنى المحارم تعلم دينك القذر حلل تنيك أمك وبنتك يجوز للإبن ينكح أمه بشرط يضع إحليله زبه قماش ويجوز للأب ينكح إبنته الزنى ويطأها وينجب أطفال المذاهب الأربعة ويجوز نكاح الجثة المية مضاجعة الوداع ويجوز نكاح البهيمة ونكاح الجهاد وإرضاع الكبير يوجد فساد أكثر إحمدوا ربكم العلمانية,hate
قوله تعالى يخاطب نساء النبي ه وفا,normal
كلامك مرسل نفاقك محرك ارائك,normal
يلعن ايران,hate
يوصل ظفرها الارهابي الداعشي المعقد غلام النهضة,normal
ياحليل ابن الاخونجيه غيرو المنافقين داعمي المثليين والعراه,normal
خلاص الغو نفقه الزوجه والمتعه والمحلل,normal
يهود صاحبي غدارة نتا بغيت تغطي غلطة بومدين بتشريديه عايلات مغربية كتيرة ونهبهم اموالهم منازلهم ربي يغفرلو حاجة دار غالط نتا متحشرش وتتهمنا بالغدر وانا دار جدي شخصيا ربي يرحمو يستقبل المجاهدين الجزايرين البيت الثورة وضحي بالغالي والنفيس يصعد مدينة وجدة مدينة فاس يستلم السلاح ويرجع ويدخل الجزاير كثيرين وتقل غدارين,normal
بناتكم قحبات أوربا,hate
هاذا الزوالي روحو نخوة العرب متبقية البربر اخفاد فرنسة العاهرات تضهر التلفاز عديمي الشرف المرجله,hate
يهجو خير ممنهمش خير اليهودي يهودي زايد,hate
الحمد لله اننا المغرب ولازال يفطر رمضان يختبئ كالجرذ الحقير بيته خوفا المحاسبة والمخزن سر تعلقنا بالحكم المغرب يحفظ اراد الفساد يستطيع المجاهرة علنا يهدي الامة الاسلامية واسال حال الاغلبية تونس مايبينه الفيديو,abusive
تونس معروفة بالفجور بلاد الحرية المطلقة لتحب تقحب بحرية تروح لتونس لمصر خساره الزيتونة الازهر المساجد انتقمت الحرب اندلعت تونس مصر,hate
والله يرجعوش لبدانهم تخلا البلاد الجزاءر والمغرب سحتوهم,normal
يحشرك معها مرتدة,hate
السلام احلقه اتركه متشبيه بالنساء تافها,abusive
قحاب بنات بلادك ياكلب لعنة,abusive
ههههه كبير وراشد بلي نكرهو بعضانا نهضر الشلايك هاذو ومقلتش متقولنيش حاجا مقلتهاش,normal
عيب لطفي عيب,normal
ابردك,normal
حقوق روح خوذها بلادك جراثيم,hate
يلومون اليهود الخيانة ونسو ملاين الحركية الجزاير خليكم الفشخرة الكذابة,normal
ياخذكم اخذ عزيز مقتدر,abusive
جزائري إتبعوا أقوال الرسول تعالى,normal
يجب منع الفتيات الصغيرات متابعة السيدة واضح السيدة تعيش وضع نفسي صعب,normal
بدات بالخق الزوالي يغزرلكش يلوج عالسترة عالمظاهر متخلفة,normal
يااخي اختك رحمها شاء جنة الفردوس الاعلي وتذكوا ياابناء الاسلام عرض هاته الحياة الدنيا زائل العاقبة للمتقين معادلة اثبتها العلم ستعيش تعيش العذاب والحرمان داءما يبعث,normal
شكرا سي سالم,normal
لطفي والله حقير وشمس واضح انسان طيب,abusive
حاطة روحها عفسة ههههه,normal
قحبة يالي بجنب المذيعة زك تحشيو بهايم برا نيك امك الدباغ قالو مايجيش العنف نمي حل فمك خلي الدباغ تبزعلك ارضي سكر عصبة الجماعة المتثقفة العنف فن يعطك عصبة عباد قحاب قانون زبي,abusive
خيييييييت,normal
داخلة بالمعرفة اللقيطة القصوري الماخور التونسي,normal
نقول ديالي اسمر كميقولو الناس كجالاكسي برش بززااف مزيان,normal
حاش خليقة الرحمان نهار نشوفوك قدام ربي تعملو قتلك كينڨ كونڨ,normal
تحيا تونس امازيغية بدون عرب اسلام امييييي,hate
تحس بلي تخدم حكمة تونس كاملة,normal
تناكوا معنتها ديرو تحبو دخل بكم,abusive
صديقي الخروج ولي الامر حالة كفره,normal
عروبيه ههههههههه مشالله شبعتوني ضحك تجيبو فكلمات نحساب ماكيعرفها المغاربه,normal
تلو الشهرة يهم كشي ربي إل خلقك ربي يهديك,normal
السلاف الجهادي خطير الاءمة الاءسلامية,hate
انحلال كلي احذرو يبيعو الوطن المال والفاهم يفهم,normal
هذوك الحمير يسبو ربي يقطع لسانهم,abusive
شنحكيه المساواة يولي الراجل يحق الحضانه ويحق ياخد مهر المراه يصير واجب المراه تصرف الدار تخرج تجيب لقمه العيش حاله الطلاق تصير المراه تعطي النفقه للراجل النساء موافقين هدا ميسالش ياخده النصف خساره اغلبيتهم يشوفوا نصف الكاس الفاضي يشوفوش النصف المليان شافوش ربنا كرم المراه عطاها حقوق دللها قاموا يوافقوا تغيير حكم احكامه الثابته نقاس,normal
مأخرا,normal
بنات العرب طماعات السطر الجزائر,hate
الدين يمشي زمان ومكان والرجم وقطع الايدي منعتوه وغيرتم ومسئلة الجواري متصلة بالحروب الكفار واسرهم توجد حروب الكفار اعوام كثيرة تغيير احكام الرجم وقطع الايدي والان تقولون فلنغير المواريث الاعوام التالية ستغيرون الباقي المحرمات تليق بمجتمعكم فبالتاكيد نصف النساء العرايا يقبلو باحكام سورة النور تحرم الزينة والتبرج والعري ادعو يهديكم الل ه ول ه ون الل ه ول ه الظ ون الل ه ول ه اس ون العرب متخلفون الجهل بالاسلام واتباع الشهوات والتطاول احكام انظري للانحلال الاخلاقي وطنك تعرفين ياتي التخلف,normal
هاهم لقحاب يشرفوك,abusive
يهودي مخربي احذرو,hate
عاشقة الورود راكي راقدة قشك مانعرفش الجزائر ونقولك حاجة منافقين ماتحبوش صح حكمتكم لكوليرا شاء تحكمك لادياري,normal
سيناريو روقارة,normal
بصراحة تشعرني بأنها إسرائيلية,normal
مايا راسها كبر ههههه,normal
شمس متربي وطرح قدرو دخل للبرنامج,normal
لعنة,abusive
شمس دين تونسية وتستقبلوها تلفزون هههه تفوه الخنثى,hate
ماكش يهودية أكفر اليهود والنصارى والهندوس والبوذيين أتباع الأديان يسبون الل ه تعالى,normal
باهى القصد الانسان ربى عطاه اقتراح حكاية الميراث يعنى عطاه اقتراح الخمر معناها لمخك يقترح الإنسان الإنسان قاعد يقترح يحلل لكالحاجة المسلمين انتى تعرف يعيش مسالم صحيح الحرية احترمنى,normal
شمس الدين افضل رجل تونسي,normal
ايطير طيران بشير براا قعادت تنافق وموش عجبك,normal
مافيه أرخص بنات بلدك ياكلب,abusive
والله كلامك صحيح ولد عواطف برافو واصل,normal
لطفي غيوري كبير شمس,normal
يشتم الناس بعدين بالله تسمعه الغرايب العجايب صلح روحك بعدين صلح الناس يهديك,normal
لالا خو متغلطش ضهوراتهم شعرهم لشحمة الأذن ومسيب مظفور,normal
لطفي خرا وشمس خير بالف خطرة,normal
صحيح واختك ولد القحبة,abusive
شمس متربي برافوا,normal
بالله الشاذ بتسموه شمس معرفتش راجل السيد اسمو لطفي,hate
كلكم زبي مستويات مايا بشير الجمهور لمنيك,abusive
ساعات نقول نبيع تاليفوني ونشري معزة أرانب نربيهم ونشيخ الأقل نستنفع,normal
معروف فاقد الشرف محافظ بشهاده العالم تحتا دوله الامارات الخامجه سكرت تأشيرات النساء التونسيات يودي خايني ساكت,hate
بلاد يرتع الإسبان الكاثوليك والبيزنطيين وقبلهم الروم وماذا أصبحت الدين وتشتتت الأمة,normal
وفيت يرضى اخوك الجزائر,normal
فلسطيزي حرر القدس اليهود اغتصب عرضك وارضك والامارات مليانه فلسطيزيين تاركين بلدهم وعايشين بعز الامارات ياذليل ياعبد اليهود خير ماتبيعو ارضكم لليهود,hate
حبي,normal
لطفي مغرور صح خو تنتقد شمس ميسيو تيعك شمس فنان وناس تحبو وربي مافهمتش تغيرو,normal
نقلك كلمة يعطك عصبة ولتونس نيك أمها جال دارنا نروح لزك أمها نكذب تعرف زبي,abusive
المشكل التاكسيستي المشكل عواطف مضيع روحو وبرشا شباب,normal
لطفي العبدلي سلعة خردة الالوف مكان وسختولنا المجتمع بالعفن تقدمو,normal
نايدك اللى الكثير بناتنا نساء يمشوا الدعارة,hate
مريضة,normal
الجزائر نحييك شمسو نقولك راجل فحل خلي عديانك يقولو يقولو هذيك الغيرة تهدر لطفي راجل للبرنامج معول بالطول العرض لطفي لطيف شرير عكس شمسو أنسان متربي ويحشم الحشمة متعرفهاش مغرور مرة تانية تحية كبيرة مني شمسو الجزائر,normal
حرام الشي ربي سبحانو القرءان تعلوا كتاب يهديكم الصلاة والسلامتركت تمسكتم تضلوا بعدي,normal
يعطك عصبة دورت الموضوع للناس عصبة راسك وراسهم سراهم وراس خويا ايدكم زبي والكرز هاذم لاني ناقم كبول ربي عطانا عيشة راضيين,abusive
تونس ضاعت يديكمإرحلوا,normal
إمام مسجد مثلي يزوج المثليين المسلمين ورسوله المسجد قرآنكم يحرم المثلية إشنوا تجيبوا للبلاد,hate
شمس أمشي اسءل منوبة مب,normal
المغرب الكبير الدول العربية والأعجمية يجب فتحها للأسف,normal
هوما ملحدين مناكين بطبيعتهم يحبو الواحد يزيد يعفس زبور أمهم كالفيران لوكان تبداو بالمائة المسلمين بالمائة نيكوكم بالمائة,abusive
الإرهابي والاسلام دين,normal
نيك أمك ولد القحبة راضي أمك وأختك وبنتك نصف إنسان وكرامتها مداس,abusive
صحفي كلب يحوس يدخلها روصنا بسيف ياو منسحقوهمش ياحمار,abusive
دخيج أنسان مكروه الحومة ولاد حومة عماد,normal
قحبة,abusive
ماهي مشكلتك العرب ممكن توضح,normal
صحيبي خايشتوها بالبزاف باز باز حررتو فلسطييين,normal
تونسي اب جد الحقوق حقه الترشح الرئاسة تهمنا ديانته هوى ابن تونس ونتشرف فرق بالتقوى,normal
حاجة عنديش اخت منيك نجمش نتخيل حاجة فرق مابين بنت اصل قحبة تتقوحب المنيكين ساكتين العنف المرا حكاية اخري تحكيش علاها تبداش تنيك,abusive
مريم عمرها وتقول سنين يزينا الكذب مواقف يدل مهيش معرسا مرة منجمتش صدق,normal
انسان شر تجيه لفرصة يطلع انسان توقع الموقف خلي كلامها صحيح منحبهاش,normal
شباب بطل يثبته وينجيه المرتدين,normal
كلاب,abusive
لاحولة بالله ملحدون الملعونون نترك تعالى قتلتومونا الحمد لله نعمة الاسلام ايرث رجل ياخد قسمة والامرءة تاخد نصف قسمة,hate
والله كبر عيني الشاب بشير معلم,normal
إمام جزائري لوطي النبي محمد حي زوج المثليين رسولكم ترمتو مفتوحة ههههههه,hate
شدو الصحيح يامسلمين يسترنا ويعونا الكفار تونس,normal
مغير تتقوحب وتتجوعب وتتهرب تقول منحبش نعطي رايي,abusive
جواز سفر بريطاني نقز السطح بريطانية ولست تونسية الكثير الغموض الفتاة,normal
برا اقراه,normal
بقي للشعب التونسي كفاح اكبر,normal
يبتغي الإسلام دينا يقبل,hate
الفكرة شتكذب,normal
اثقل دمك,normal
سكر ظك امك ليبي زامل يابن القحبة مسخ,abusive
الحق,normal
منصور عمر بني تعرف لوطفي مليح مليح دخلك الأشقاء التوانسة وحدهم يعرفوه احسن امشي روح تبيع البطيخ,normal
بعث القائد السبسي نبيا رسولا نعرف يصحى السكر الليل النهار السبسي الاله يصحح القران السبسي فرعون جديد يعرف معنى المساواة زوجته يعطيها لنساء تونس دجالين سبقهم دجالون ذكرهم التاريخ واخرهم احمد ميرزا الاحمدية القديانية وذهبوا مزبلة التاريخ يستطيع تصحيح القران فليمنع الموت سيا تيه يوما,normal
لطفي عبدلي وجهوا صحيح,normal
بشير صوتو الاسف جاهل غبواة الدليل يجاوب ديراكات الشعب الميبون يصفقلو بهامتو,abusive
ربي يطيرك لافغانستان امين,normal
رخس,normal
أغلبهم الموصاد,hate
مبروك لتونس,normal
تفووووو وعلي أمك,normal
ياكفار يامنفقين يهلكم يامجعة ربي خلي الجزائر متو ههههههه كرف,hate
عنوان الحصة تونس خبر,normal
بشرى خرية قذارة اتفوه,abusive
قحااااااااااب,abusive
أعوذ الجزائر بالله قذارة أعداء ورسوله,normal
مصر تفعيل القانون تحيه حب واحترام للشعب التونسي,normal
ريتوني اقسم بالله خواتي نورثوا والدينا ترمنا معناها الموضوع يعنينا يمشيش بالكم نحنا تحكيو الارث نعنبوه الارث هب دب جاء مشا جاب الطلاقاتو القتل الجرايم الخلافات ناس مكلوبة,normal
محلاها المذيعة عسل,normal
تربحك كلبه وسبسي مسؤل حكومت سبسي,abusive
شمس الدين مرة نزيد نحترموا شخص متربي صريح صح يستاهل خير الكلام تقال صحيح غالط انسان نتمنى قلبي ربي يرحموا دنيا اخرة سماهم وجوههم,normal
للسف تونس أثر السياح وحب الجنس فأصبحوا لايغرون نساءهم ودينهم,normal
يتكلموا الميراث كانه الناس غنيين غندهم الميراث ههه,normal
سوءال مل اساءل مستوى مل برنامج مل منطق تتفرج التوانس تافهة بالله العضيم البص الفرص بلله شعندك,normal
برجولية شاهاها ههه,normal
خرايري كوليرا هههخخ,normal
تنكنا زبي تنكنا,abusive
مغربي,normal
ولد عواطف راجل ومحبوب خسارة كلامو توصلو بالغالط,normal
جاو يحلو مشكل احسن حل موجود القرأن وخلاو مشاكل أخرى عندو الإنسان حل,normal
صح لسانك ولد عوطف اعز جاتو سنيه,normal
بنات تونس قحاب بنات بلادك حور منيك دول قحاب,abusive
الحمد لله مسلم وانتمي الئ الجزائرى لااعتراف بتونسين كنتم بالجزائرى قتلكم وحسبي ونعم الوكيل توانس يصوم كيم يحب ويفطرو كيم يحب شاهد للفيديو الهواري بومدين حي للقصفكم تونس مايقدروش يتخلو الماء الماكلةشعب جيعان شوف فارقة رغم انهم تشرد يلادهم فقر وانهم صائيمين متمسكين با الاسلام,hate
جزائري تتكلم العرب البلاطوات فمك محلول ثبت كلامك,normal
ياقحب مفكر نفسك طبيب جاء رضيع قولو تعفن دماء رضيع ياقحب وضع سم قاتل الحليب واعطاه لى رضيع سم الافاعي يجعل الدم يتعفن يبطئ حركت الدم الاخر الجريم فعل فاعل والحكوم ضلع الجريم بعيد قريب يلعنكم ويلعن السبسي الكلب,abusive
امسخ ربي البومة وصلت لحالة معاش يفيد يوفي عمرها متتعالجش بفففف,abusive
فهمت الفيديو للاسف اتمنى المساواة دولة علمانية,normal
امر الهي جدال الحكومه التونسيه حابه تشغلكم وتلهيكم اهم,normal
شعب مسلم فلتذهبوا القران الاحكام الشرعية للميراث اعتبرتم نفسكم مسلمين رايي الشخصي اقول يهديكم,normal
والله جيت وزير تونس انضفها الشلايك نهبط الكومندوس الغربة جنة,abusive
قريبا ستنصب المشانق,normal
كلبة مايا,abusive
مبهمك قل تربيتك ولعنه الخروات وذني كلمتك جاي تجاوب وضاهرة نتمقعر مسطك بهيم,abusive
نحمد ربي أني عايلة زوالية ناس فلوس قداه عالمهم مسخ يخوفو,normal
ممكن اشتراك القناة إخواني,normal
إنشاء ناجحا عمليه تحية جنوب تونس,normal
ويرحم والديه ضربها,normal
الاسلام ارهاب خرافات كذب قلة تربية غباء خطر البشرية يجب التخلص سريعا,hate
محلاها المذيعة,normal
طول عمرك ملهط القحب نتعلموه,abusive
عسل المذيعة عسل لمريومة تستاااااااهل والدرجة عجبتني ووتاتها خير المكياج تعمل,normal
خامجة ملهط,abusive
قلبي وجعني سمعت آراء النساء مقدرتش نكمل الفيديو مسلمين نقاش جزائري,normal
تونس علمانيه يعنى الاخوان تجار دين,hate
بلادي كاش كامل نقاشات قيلا تعرف بلادي خير مني مارانيش نقول بلادي كاملة بصح هدا الموضوع بالذات ناكدلك بلي النساء منحبوش الحرية الزايدة الخارجة نطاق الدين,normal
تففففففه عبدلي مسخ,normal
لطفي هدا يعيييي,normal
لذكر حضي الانثيي صدق العظيم,normal
شعب مريض,normal
متعبش روحك شعب,normal
سأضيف الفيديو ملفي للهجرة ألمانيا ليعلم القنصل مدى معاناتي الشعب,normal
وحيدة القفافة حرق شعيرك,normal
دخلك حياتها شخصيه صخصيا مريم انحبها,normal
الإنسجام الإنسجام الإنسجام,normal
العلمانی ین نبیدو زک أمهم,hate
كاش يعرف تفسير ايات ممكن تعطونا تفسير الاية لذكر ميراث باه نفهم ربي عطى للولد البنت قران نقروه وصاي قران نفسروه مليح باه نفهمو وكيفاه,normal
بلدي الجزائر الطيبة ماعندنا مانديرو يرحم الشهداء يلدغ المؤمن الجحر مرتين اله محمد رسول,normal
عادت تمص فريقها ناكها,abusive
كريم الغربي كلمو صحيح,normal
هههههههه قصفها ياجدك تحية الجزائر,normal
يع تيك عص بة عصبة ضمار,abusive
تستأهل هههه يرحم والديه ضربها والله راجل,normal
سيدنا وحبيبنا وطبيب قلوبنا محمد ابن عبدالله,normal
هههههه مهرجة بالفعل مثال مقرف لنساء لكيفها قحبى بالفعل,abusive
لقيت دولة الإسلام سترى تريده تحكم,normal
مايا,normal
الآخر امرأة مثلها وراها كثير الأسرار المعروف دورها نشر الرذيلة أعتقد زرعها داخل المجتمع البرجوازي والرياضي وراها مخابرات ومحمية بالجنسية البريطانية بنت والأيام ستثبت كلامي ممسطها ميلدها ومركها خييييييت,abusive
تستعبط عبيط والله نشوفك نمسح القاعة ولد قارة غلبتو اعلام القحب والفجور,abusive
امشكلتنا لعرب ياتوانسة تفهين للغاية ومنافقين دوركم افرريقيا كدور فرنسا اوروبا وسي لوطفي قلبها جفة الاقلام ورفعة صحف يامثقفين تفووووووووووووووووو,hate
مشو تلهو بسراق لبلاد خير يحكو ميراث بالك تونس رجعت سويسرا بيتورث السرقة الفساد الكفر بلاد الغلطة ننتخبو خرى,hate
لعنة,abusive
قنبلة شواذ لتقدم لزم ندعم شذوذ ياحيوانات اوحثالات كميائية بهايم,hate
مايكون ماتو التطعيم التلقيح عاملينلهم تلاقيح قديم تلاقيح حايبنها الهند الصين,normal
تونس مشكلتها الناس يفتيو التوانسة الدين يقولولك الاقتصاد الفن السياسة ربي وراهوا السبسي وجماعته حاطين قانون الميراث كغلاف كتوطئة لعدة قرارات أخرى اذكر الطهور يعتبر جريمة تعذيب ولازمك تشاور ولدك تطهروا هه زواج المرأة لغير المسلم ومش الراجل خذاتو المراه ينجم يدخل عائلته لتونس منحهم الجنسية الدولة الغاء عقوبة السجن يخص الاعتداء الأخلاق الحميدة والغاء عقوبة السجن يخص الخمر والمخدرات ممارسة البغاء بمقابل وتعويضهم بخطايا مالية الغاء القيود الدينية والأخلاقية السينما والمسرح ينقدهم يسجن سنتين وخطية تقدر آلاف واخيرا اخرا قالتلهم اسكتو اسكتوا قالتلهم اندبوا قلك سيدي سيدي استغفر,normal
حسبي ونعم الوكيل توانسة ضالمين ضالين يارب ارنا عجائب قدرتك البلد ضالم اهلها,normal
اتوى انجيبك ولد القحبة استنى اتوى انوريك بورقيبة هطحان السبسي انيكلك أمك زادى,abusive
قلها جواز السفر التونسي قعدت تخمم,normal
اللهم أرنا أصحاب الحرية المزعومة يوما أسود,hate
محلاها المذيعة,normal
مشكلة المسلمين العرب أننا نريد نصل الحضرة تقدم بتخلص ومحربة الإسلام إتباع الغرب,normal
القصوري ميبونة مريضة,abusive
لازملها لطفي عبدلي,normal
شمس متربي الشلاكة لطفي متربي فرق وبينو,normal
روح ينعلك كلب امثل نفسو اتسب شعب بأكمله ابن العاهرة روح نحي الزب كس امك,abusive
خي لهالدرجة يستبهلو,normal
ههههههههه ههههههههه جزائرية ربيع وجلال موتوني ضحك,normal
صاحب الفيديو غالط تقول,normal
سامي الفهري أبلع ريقك ههههه ياعطيك شر,normal
يقر ميقرش تعدو القرآن لطف ياربي الواحد يعمل الخير شوف ينجح شوف بالك خالفو الشرع تلهاو حاجات اخري احسن نسمعو بغريبة قتل إغتصاب تحيل ربي يقدر الخير محجتيش الورث ربي يخلينا يسترنا قالو مساوة الارث,normal
يتكلم امازيغ مجهولي النسب اومختلطي النسب رجل معروفةجذور اباؤه ادم تكفيك كلمات ليون الافريقي الامازيغ الامازيغ الحقيقيين بني حمير اليمن ابناءمازيغ ابراهيم وامه اليمنية انتهي,normal
الجزاير ونقولك خرا,abusive
بلاد القحب تونس,hate
عجباتك اقلب منظرك,normal
تفوه علاها,abusive
عصب راسك خير مايا,abusive
روح جهنم تتعلم الادب افضل مدرسه,normal
البداية حدثت الثورة وخرج الطاغية حكم فقهي الآن فالأمر مخالف أرض جهاد دعوة,hate
سبحانه مرة اعرف الشعب تونس لديهم نقص الدين نص قرأني قاطع معالجة القرأن بالافكار السياسية,hate
اووه عباد يطيرو صدقناا,normal
مايا مرا مثقفة تحكي بكستوى صعيب كريم الغربي امثالو يفهموه شوف علقت جاوب ههههه اناء ينضح,normal
تونسي ولد تونس وتونس تتشرف,normal
تونس أصبحت مختبر لتمرير قرارات قانونية علمانية حجب الذيانة الإسلامية الأجيال القادمة,normal
لطفي فرق الصراحة والوقاحة وشمس اخلاقو عالية,normal
أقسم بالله راجل ونص ولد عواطف رجال لوح ميشري الآخر بالفلوس,normal
كذب كاميرا كاشاي ظاهر,normal
اقسم بالله العظيم اصدق الخبر خبر خطير جدآ جدآ يمس اساس العقيدة الاسلامية يوجد دولة عربية اسلامية تتجرأ تفعل قرار القرار كفر صريح الحكومة التونسية العلمانيه بقيادة السيبسي العلماني الخبيث يريدون هدم الدين الاسلامي حسبي ونعم الوكيل ينصركم اخواننا تونس الحكومه الكافره,hate
عادي يحكي عالدين بطريقة خاطئة مغالطة عيب بلحق المرا لازمها تستر روحها منبعد تجي تقول الشعب لحاس تقول الجملة خارج الموضوع هوما يحكيو العراء وصلتلو المراة التونسية تحكي عالمظاهر الايمان قلبيا خويا احتراماتي جيت تفهم الدين تنجم تحكي موضوع تجيش مايا باب مايا تؤمن بالاسلام كمنهج حياتي للناس المجتمع الطبيعي تعرف النساء فرضا تلبس الحجاب تعري روحها تشطح تغني تلم الرشق يعيش خويا,normal
تونس روحت روحت باي باي الجزائر,normal
المساواة الميراث,normal
يكفي الحمقى مشاهير,normal
دينكم العاهر الفاجر حلل تنيك أمك تعلم دينك ولد العاهرة يجوز للإبن ينكح أمه بشرط يضع إحليله زبه قماش ويجوز للأب ينكح إبنته الزنى ويطأها وينجب أطفال المذاهب الأربعة ويجوز نكاح البهيمة ونكاح الجهاد وإرضاع الكبير إقرأ سيرة نبيك القذر أمك عورة ناقصة عقل ودين ونجسة الكلب الأسود والحمار والغائط الخرى تبطل الصلاة وشهادتها نصف شهادة وعقيقتها نصف عقيقة وديتها نصف دية وميراثها ربع ميراث والقرآن أمر بضربها والزواج بثلاثة ضراير صوتها عار ترضاه لأمك إختفوووو ماكش راجل ماشين دين بدوي راعي غنم مجرم سفاح عدو المرأة ولد الرخيصة,hate
قوليلها اكبر تمشي الارواح الشريرة,normal
اعتراض حكم ربي,normal
إنسان واعي مثقف كلامه ذرر وأفكاره نيرة يشفي غليلي الرد مي القصوري,normal
يأتي زمان امتي يحبون وينسون,normal
تاني جزائري رأيي خويا يتناكو ربي يسهل,abusive
احفظ أدبك غبي مامنعوش الروسيات والمغربيات والطايلنديات سياسة ياحمار,abusive
توصلي لترمتك,abusive
تركبش عالبوز متاعي ههههههههه,normal
بشير خويا مانتش ضربتها هدى مهبولة,normal
فك مطيحش قدرك ناس متسواش بشير زينة حبت ترجع لربي عيب ربي يوفقها رآهم يحبو يعمللكم فتنة بينتكم,normal
تحسب روحها حاجة اصل جاجة,normal
مهوش وقتو لوول وقتو ماو سيبو القانون يتعدى تكبشوش الريق البارد هكاك تتلهاو أهم وقتو وقتو وقتو سيدي وقتو نص,normal
نيك الديوث عديمي الكرامة أكبر دولة قحاب تونس ولله طلعت تونسي لقتلة نفسي أعيش بدون عزة,hate
ميبون قابلني تشوف الرجولية,abusive
افتخر قالو عقبة نافع احتل تونس قلتو يفعلها معظم جيشه الامازيغ واذا قالو عقبة فتح اسبانيا قلتو معظم الجيوش العرب حقيقة تلاعب كبير بالالفاظ لخدمة القومية العربية سواء الخطاب الرسمي الشعبي,normal
ينعلك ياشبة النارواش بقالك الما يحمى تموتي تشوفي وتش يصرالكالله يستر رب ويبعدهم,abusive
الشعب التونسي أوسخ شعب أكلة لحوم الخنزير تونس بلاد القحاب وبلاد المليون بيت دعارة اخ أتفووو التوانسة إشباه الرجال خوت القحاب يفطرو رمضان ويخدمو بيوت الدعارة ينيكو,hate
تمنييك مخلط بالنعاس,normal
ماخذين باي محسوب المغرب عنصريين ههههه,normal
تربح للزب,abusive
ثعلب,normal
لعنكم يايهود العرب,hate
يمنع دينك ماياا,normal
يستعزؤون بكتاب لعنة,hate
اوس عروبي دعشوشي مسخ ولد رضاعة الزب,hate
تفكير تونسي المائة حياتكم تدور المادة الغني الفقير المتوسط,normal
الخير يدز,normal
فرحان الأفكار والمعتقدات مسكين مهبط الفيديو وانستغرام التخريف برا فيق روحك خط أحمر تبيعوا دينكم بالشهرة والفلوس اليوتيب وانستغرام عملت فيديو يرضي خير مسكينة تونس,normal
لازمها فتح صرم أمك ولد القحبة الفتح الإسلامي يخليك تنيك أمك وبنتك يجوز للإبن ينكح أمه بشرط يضع إحليله زبه قماش ويجوز للأب ينكح ينيك إبنته الزنى ويطأها وينجب أطفال المذاهب الأربعة ويجوز نكاح نيك صرم الجثة المية ناك الخنزير رسولكم سلمى مية قبرها وحلل مضاجعة الوداع نيك صرم الجثة الجيفة ويجوز نكاح نيك صرم البهيمة الشاذ رسولكم أتى بهيمة وأقتلوا البهيمة ويجوز لأمك وأختك وزوجتك وبناتك يتناكون زب مجاهد جهاد النكاح ويجوز لأختك ترضعني بزازلها نحرم زميلتي الخدمة الشريعة ولاد القحاب تحبوا تنشروا الفساد والفسق والفجور والكبائر الأرض خنازير الكرة الأرضية,abusive
نوافق الكفر رئيس علماني ابتلينا مثلما ابتليت السعودية بابن سلمان قريبا نهايتهم,hate
باين دارت سوارد بلقوادة قللت تونس,normal
برجوليه الجويني طلع حاقد وديع الواقع والمنطق غلب,normal
قوم لوط ذيوتين,hate
الدول العلمانية فاشلة ياغبي ليبيريا التشاد والسنغال دول علمانية أسوء دول وافشل دول,hate
كملام الدراري خاوي هدرو شحاجا استفدو الناس فنان فهد المستوى الخاوي اوففف,normal
