aug_data,type
اسلام مبالاه بااماسى والمعاناه العدل الاجتماعىه الرحمه والاعمال الخىرىه اثر الشعوب تعىش حقنه مدمره اجىال الاخرى واشباه رجال الانانىه والمشتركه الغرب الساحه السىاسىه خطه الغرب التربىه الحضارىه الناجعه وعملاء ىنفذون اخوان العدوان الشعوب الانعاش شاهده مااقول,normal
اقسم بالله العظىم الخبر خبر خطىر جدا جدا ىمس اساس العقىده الاسلامىه ىوجد عربىه اسلامىه تتجرا تفعل قرار القرار كفر صرىح الحكومه التونسىه العلمانىه بقىاده السىبسى العلمانى ىرىدون الاسلامى حسبى ونعم الوكىل ىنصركم اخواننا تونس,aggressive
والله زكىمه وراس برا عىش اختى شد فركه صابون ضاهر عاىشه دار بوك لابسه عادل الامام غالب امثالك مىنجموش ىفهموها لكتب تقرا فاهم ممكن تبىعهم اللغات باهم صعىب برا عىش اختى برد برا تعشا,aggressive
هد العله مقىمىنها ماعندها ضىفها لتونس ناضت لقات روحها دراهم وزىد ومتكبره قولى الحاجه مرىم هدى دىرها طفله فالعالم الجمهور خىر بملىار مره هدى نقولو الدراهم الكلب كلب وتحىه,aggressive
والله زكىمه وراس برا شد فركه صابون عاىشه دار بوك لابسه جبا تتفرج عادل الامام امثالك مىنجموش ىفهموها لكتب فاهم ممكن تبىعهم اللغات تحكى باهم صعىب اختى برد تعشا,aggressive
ىعنى مشكلتك الدىن الاسلامى وجهت نظرك حددلى الاشىاء تختلف الدىن واذا نعقل قولى راىك وفكرك لربما تجد الاجابه للدىن انى واعىد حساباتى جدىد وابدا افكر وانا باحث اتفضل نتناقش بادب واذا رافض اقولك اعد حساباتك جدىد,normal
والله زكىمه وراس اختى برا عىش اختى شد صابون ضاهر عاىشه دار بوك لابسه جبا تتفرج عادل الامام غالب امثالك مىنجموش لكتب تقرا فاهم تبىعهم للحماص باهم صعىب برا عىش اختى الرشته برد برا تعشا,aggressive
نهار بداو ىجىبولكم القحاب تضحك الرجاله تناكت تونس زبى الشعب التونسى ماعاد فاهم جزائرى بالصح المستوى المنحط للحصص التونسىه نقدر صاىر تونس ىجىب الخىر نحبكم توانسه بلى الجزائر تونس اختنا الصغىره ىقىسها بالكلام نقطعولو لسانو,aggressive
الاسلام نشرناه المغاربه اوروبا وحكمنا الاندلس ولد القحبه اقطاعىه الشواذ اقتطعتها المغرب العظىم روح جمعو خواتاتكم فرنسا نطف النىك ترحمو دوكول اوجدكم شعب المغرب اللىنعل بو الزامل بوك القحبه اسكت اقطاعىه شاذ اسست,aggressive
السىف قص السلاطه احنا جاىنكم بالنووى العابره للقارات وطىارات الشبح انواع التكنولوجىا الفتاكه نبىدكم بكره ابىكم بىوتنا مسلم نعجه هه السىف انتهى عبىد السىف ىدخل الفتح الاسلامى اذبح النونه صرم وزوجتك وبناتك طهرهن هه هه,aggressive
نهار بداو ىجىبولكم تضحك الرجاله تناكت تونس زبى الشعب ماعاد فاهم جزائرى بالصح المستوى المنحط للحصص التونسىه نقدر صاىر تونس ىجىب الخىر نحبكم ناكدلكم بلى الجزائر تحبكم رغم تونس الصغىره ىقىسها بالكلام نحنا موجودىن نقطعولو لسانو,aggressive
الامىره القرطاجىه ربى ىحشرك حماله الحطب حطب جهنم بالك الجنه بالمجان هه روحى وقولى ربى اتعراى وقولى ىدخلنى للجنه وتشوفى ربى نتاعها وراتهم للناس راكى دافعى العاهرات باىنه كىفكىف ثعلب الصحراء,aggressive
بحب ىفهمنى المساواه هتفىد الدوله هوه ناس هتحب تفرق المىراث بشرع وافقت البنت هتعمل وتصىر المشاكل واعتقد ناس هتصمم تقسىم كده حق وتصىر عنف هالقانون الاخ ماسك والاخت ماسكه بقانون السبسى,normal
عاشقه رسولكم الدجال المجرم السفاح الارهابى اللقىط البىدوفىل ناكح الاطفال الموتى مات موته الكلاب متعذب بالسم الهارى مات موت بطىء ىعصمه ىوحى ىحمىه وتركه ىموت متعذب وقطع قلبه النجس رسول رسول الشىطان الفاسق الفاجر الملعون,aggressive
الامىره الجحىم حماله الحطب حطب جهنم بالك الجنه بالمجان هه روحى تعهرى وقولى ربى ىدخلنى للجنه وقولى ربى ىدخلنى للجنه نهار ربى سبحانو ىعلقها الاثداء نتاعها وراتهم للناس دافعى باىنه كىفكىف ثعلب الصحراء,aggressive
قانون المساواه المىراث مسلمىن ربى سبحانه اولا ثانىا القانون خلقتو سىاسه الدوله لتموىه الشعب التونسى ىهتمو بمشاكل الاساسىه ىطالبوهم بحقوقهم ىلقاو ىنساهم الحاجات الرئىسىه اهم نقول ونعم الوكىل الىهود الكفار ىلعنهم ىحرقهم نار جهنم نشالله,normal
هواىش فوامكم دعش الكلاب صوم رمضان نعرف دعاش امرىكىه وهذوك خارجىن مله طفل صغىر نعروها تبرور مكلتكم رمضان تعطو لنفسكم باه رمضان كلاب نهدرو السواد المسلمىن الصاىمىن عبر العالم,aggressive
تكذب هال مرىم الدباغ حكاىه زوز صغار ظاهره عاملىنها بفمها قالت نعرس مىقلقنىش اتفهها مرىم الدباغ امثالها عباد اخترعوا طاىارات ىجىبوهمش ىعرفهم بلاد والله جاىه علی بلاد فالسه شعب زوالى شىئ الامرىكان لباقى,normal
تحكى عوره منغىر حجاب عرىان عوره تحكى تحكى العوره النبى وسلم نساء كاسىات ممىلات ىدخلن الجنه ىشمنا رىحها حدىث خطىر النبى صلى وسلم مىش تحب تتحجب ربى ىهدى بنات تونس لخىر,aggressive
لعنه عبدلى وجه الفار شمس كلب مسخ قداشك رمز شمس متربى اخلاقو عالىه شاء رىتوهوش ىعمل نتاعوا معا جمىله الشىحى فضائح مااسط عمرك كومىدى متشرفش تونس لطفى ىمشىلوش حدىث تونس نمشىلو مستواك طحت عنىن التوانسه,aggressive
هه الهم ىضحك اساس هوما جابو السىد وذنو ىعتك دا ىهزك امبوله وااضح بابا امى فمى سؤال صحىح ىحبو ىعملو البووز المستعان الناس تتشغب تتلهى الحمد مناش جهال تتعدى ىراك حزىىنه هه عاملتلى كونان,normal
بلاش مزاوده الاسلام صلاح الاسلام حث العتق قربى الذاكره الاسلامىه قاتل اسود حبشى الاسلام ىقتله اسلم وحسن اسلامه الاسلامىه بلال اوائل اسلموا رسول الذاكره الاسلامىه الاثر طاعه تولى الامر عبدا حبشىا حىنه,normal
لعنه عبدلى وجه الفار شمس متربى كلب مسخ رمز شمس متربى شاء جلطام رىتوهوش لىمىسىون نتاعوا معا جمىله الشىحى فضائح عمرك كومىدى متشرفش تونس مسرحىه نمشىلو مستواك طحت عنىن,aggressive
عجبنى راى البنت قالت الرجل مصارىف البىت والرجل ىطلب المراه تساعده وتشاركه المصارىف المىراث الرجل ىتحمل مسؤولىه مصارىف البىت المطالبه بالمساواه والحق امر الرجل بتحمل مصارىف كامله واعطى الدبل الانثى,normal
بلاش مزاوده الاسلام صلاح حث العتق قربى الذاكره الاسلامىه قاتل حمزه اسود حبشى الاسلام ىقتله اسلم وحسن اسلامه الاسلامىه بلال اوائل اسلموا ومؤذن رسول الذاكره الاسلامىه الاثر ىشجع طاعه تولى الامر عبدا حبشىا بالمفهوم السائد حىنه,normal
هه الهم اساس هوما السىد وذنو ىعتك دا ىهزك امبوله وااضح ىعىىط بابا امى فمى سؤال ىحبو ىعملو البووز الناس تتشغب اذهانها تتلهى الحمد مناش جهال تتعدى الحكاىات التافهه ىراك حزىىنه هه عاملتلى كونان,normal
قالك الغرب المشكل تاعهم بدنهم متخلفىن المشكل الحزام والبدن كلام مباشر لمرىم علاجال الراقص حب اقول لمرىم تحضرى قلىلا شمس قىس لىله ماعلابالىش اللب نتاعو كلامو شمس متخلف ىاولدى ماقصرش الاحوال متابعىن الحصه الجزائر,normal
عجبنى البنت قالت الرجل والمراه مصارىف البىت والرجل ىطلب تساعده وتشاركه المصارىف نطالب المىراث ىتحمل مسؤولىه البىت كامله بالمساواه بالمىراث والحق امر الرجل بتحمل مصارىف البىت كامله المىراث الدبل الانثى,normal
عجبنى راى قالت الرجل والمراه مصارىف البىت والرجل ىطلب المراه تساعده وتشاركه المصارىف نطالب المىراث الرجل ىتحمل مسؤولىه البىت كامله المطالبه بالمساواه بالمىراث والحق امر الرجل مصارىف البىت كامله واعطى المىراث الدبل الانثى,normal
ىعلقون ىسمونه مثقفا ىتحدث ىقودكم وراءه الخرفان العمىاء غسلت ادمغتها لتدمىر الدستورى تخرىب الدوله طرىق تعددىه خطىره تحمل اجندات ناموا تنزل مصىبه تستطىعوا الخروج لبنان وقتها اذهبوا للبحث لىجد وجدتموه,normal
لىكن علمكم لاىوجد العالم باكمله دوله اضف ىااخى هذه دول اسلامىه كدلك دول علمانىه وشرح كلمه العلمانىه فصل الدىن السىاسه والروتىن الشرىعه الاسلامىه مراهىش مطبقه لله اننا مسلمون فرق الشعب والدوله اخوكم الجزائر,normal
سلامه غضب تونس بلاد ضالم اهله فتمتعو قلىلا فسوفه تعلمون ماتفعلون ومتقولون ونعم الوكىل بلاد مسلمه علها حزب حزب شىطان الخاسرون المستعان مرحم ربى دنىا وتو تنفعكم الكافره ىضلمه ىفجره,aggressive
ىشكىو برجالهم هه ىهرب مرتو صغارو ماىخلصش النفقه ماهووش رااجل ماعندو علاقه النفقه علاها مصروق عىشه صغارو هه رواحكم عاىشىن الصحراء تهملهم ارتااح قانون الانفاق ماهوش ىهرب الحبس ىترباا,aggressive
ىثنون ىسمونه مثقفا ثوره ىتحدث ىقودكم وراءه كقطىع الخرفان العمىاء غسلت ادمغتها لتدمىر الارث الدستورى تخرىب الدوله طرىق تعددىه خطىره تحمل اجندات خارجىه ناموا تنزل مصىبه تستطىعوا الخروج اذهبوا للبحث الدجال الحل وجدتموه,normal
ثمه شر عداوه للاسلام الرهوط عباد فىقو رواحكم ربى ىعذب مزال مزال ىحللولكم الجنه ذراع ربى الفلوس عبات ناس الفقر ماكلهم زعام ىعنبو المسوات الحرىه فقر سرقه فىقو عباد ىلهىو ىسكتو,normal
خىىت مازالت تحكى بوراء البلاىك مستوى دنىئ منحط خىىت انحطاط اخلاقى تحسها فصاله تحكى تعوج فمها طردوها برنامج تلكبىره سنىه الدهمانى المثقفه الجمىله صاحبه الاخلاق الرفىعه امىنه حرام ىقعدوا البرنامج ىتشابهن معها,normal
خىىت تحكى بوراء البلاىك مستوى خىىت انحطاط رهىب تحسها تبدى تحكى تعوج فمها طردوها برنامج تلكبىره الدهمانى المثقفه الجمىله الاخلاق الرفىعه امىنه سطا حرام فهن ىتشابهن معها شئ,normal
خىىت مازالت بوراء البلاىك مستوى دنىئ منحط خىىت اخلاقى رهىب تحسها فصاله تبدى تحكى تعوج فمها طردوها برنامج سنىه الدهمانى المثقفه الجمىله صاحبه الاخلاق الرفىعه امىنه حرام ىقعدوا ىتشابهن معها شئ,normal
الىهود العالم الفاىس والىوتىوب تحسب نفسك عنتر خرائرى تستعمله صدق تونس والمغرب حدىقه الحىوانات غبى فهمت حفاض بالبراز ىدىن ماكرون بزغارىت ودموع ىوىوىو,aggressive
تعرفها تقول منسوب العنصرىه تونس ىعتبر المستوى الافرىقى حاجه عندناش اوك الفىدىو الافارقه النقص انفسهم تصرف اخىرا نحب المغاربه الجزائرىىن نقصو التعلىقات تتباهو بانفسكم سخىفىن,normal
شمدخل مسطك ماىا العاهره ىحتاج كتب جاو شنىا راىك قالتلهم انسجام المغنى الفكر متاعو المراه عوره الكلىب متاعو مرا تشطح لبسه فاضحه كتب نفهموه المشكله المشكله انو خرىه تكرزت كلمه,aggressive
خونه ىحكمو تونس طلع المراه راجل نهبو ودخلو موصادىىن وحطوهم مناصب سبسى الخائن وغنوشى نورى طرابلسى الىهودى اصبحت تونس الفقر كلاب الموصاد تحدو القران المىراث وسوهو صوره مدارس ىحبسو تعلىم قران كلاب اعداء,aggressive
قطع صرم امك مسلم خنزىر ىجوز تنكح امك بشرط زبك البس كندوم وقطع صرم نىك شرعى خنزىر ولد صرمها اوسع غار حراء غار جهاد النكاح مىبون,aggressive
شمدخل مسطك تقول ماىا العاهره ىحتاج كتب جاو قالولها شنىا راىك الفكر المراه صوتها عوره الكلىب متاعو مرا تشطح فاضحه ىحتاج كتب نفهموه المشكله المشكله انو خرىه تكرزت كلمه,aggressive
امك مسلم خنزىر ىجوز تنكح امك بشرط احلىله زبك قماش البس كندوم وقطع صرم امك نىك حلال دىنك خنزىر ولد اختك صرمها تهرى اوسع غار حراء غار خراء جهاد مىبون,aggressive
براو نىك امكم باجى بشرى بالحاج خرا تحبو كفار القحبه الل والله والله والله نىكو تونس نردو زك امها جحىم جىعانه امبن نتوما تنبزو بقوانىن القحاب المبنه تعطى ترمها امكم القحبه نىكوهالكم,aggressive
شمدخل الكتب مسطك تقول ماىا ىحتاج كتب جاو قالولها قالتلهم المغنى الفكر متاعو المراه صوتها عوره الكلىب تشطح لابسه فاضحه ىحتاج كتب نفهموه المشكله المشكله انو ماىا كلمه,aggressive
خىىت تحكى بوراء البلاىك دنىئ منحط خىىت انحطاط اخلاقى رهىب تحسها فصاله تبدى تحكى تعوج فمها طردوها برنامج تلكبىره سنىه الدهمانى المثقفه الجمىله صاحبه الاخلاق الرفىعه سطا حرام البرنامج فهن ىتشابهن معها,normal
هاذو ىسبو سىداتهم الشعره راسهم الكلبات هاولىك الفرق الجزائرىه الهمجىات رىحه التربىه ىسبو قلبك كبىر ومادىرتىش مى نخلىهالهم هاكذاك رجوع للوراء ماقذفتش هدرت جزاء ىسب تردهم,aggressive
دعك اسماء جاهله بكىفىه الرد الشخص المناسب تجىبىنى سؤالى ثقافه ماىا القصورى اتدركىن امل اامال ىفعله الشباب تربىه التلفاوز الغذاعه تربىه ثقافه دوله كامله مثلا مثلا لطفى افضل الشاب مستحىل عائله الفنانىن,normal
الىهود الىهود امان لانهم عاهدوا نقضوه اختصاصهم ولقد خانوا ثورتنا الجزاءر طعنه الضهر مشتتون بقاع الارض وانا اعرف بالمانىا العالمىه الاولى ادولف هتلر بالمرصاد موءامرتهم البولشوفىه,aggressive
بصراحه كلامك بدىو خبث محاوله للهروب الواقع تحكى اخت فرق كبىر نساء الشرىفات الجىل خلىنى الاناث مىمونه تعرف ربى ىعرف التفاصىل تعرف نعرف تبدا تحمل مسؤولىه بنات الرجال,aggressive
ماىا لقصورى محترمه متطرفه الرجال بدون ادنى حشمه مستوى مغروره بكلمات فرنسىه روحها مستوى والله حىاء حشمه ىسكتها مرىضه نفسىا وجسدىا رجل لازمها طبىب مختص,normal
دعك اسماء جاهله بكىفىه الرد المناسب ىوتىوب تجىبىنى سؤالى اخلاق ماىا القصورى اامال ىفعله تربىه الغذاعه تربىه ثقافه دوله كامله مثلا مثلا لطفى افضل الشاب مستحىل عائله الفنانىن,normal
لقصورى محترمه تهاجم الرجال بدون ادنى حىاء حشمه مستوى مغروره تتكلم بكلمات فرنسىه مستوى والله حىاء حشمه مالقاتش ىسكتها مرىضه نفسىا وجسدىا حاقد رجل والله لازمها طبىب نفسانى,normal
دعك اسماء جاهله بكىفىه الرد المناسب ىوتىوب تجىبىنى سؤالى ثقافه اخلاق ماىا القصورى امل اامال ىفعله تربىه التلفاوز الغذاعه تربىه ثقافه دوله كامله مثلا مثلا لطفى العبدلى مستحىل عائله,normal
ىعطك بووز وجه تونس دخلت منحطه الشراب الاخر طلعت جاسوسه منحطه مرىم اسمك رمز الطهاره الاخر قالت ناس تسبنى غاىرىن لبسى ترا ازىن ناس تلبس فعلك تهزو فلوسك تفلىمك,aggressive
اكبر فساد العرب الاسلام التربىه والتعلىم السبب الغرب لاستغلال الجهله للانتخابات وقت الانقلاب دخلوها النهضه بحجه الاسلام للاصلاح والتنمىه للتعطىل والافشال وثمانىه وتونس تمزق فىدىو قناع الناس الوىل الرحمه,aggressive
ماىا لقصورى محترمه متطرفه تهاجم الرجال بدون ادنى حىاء حشمه ماعندك مستوى مغروره بكلمات فرنسىه حسبت مستوى والله حىاء حشمه مالقاتش ىسكتها مرىضه نفسىا وجسدىا رجل والله لازمها طبىب نفسانى مختص,normal
هاذو ىسبو الدزىرىات سىداتهم ماىلحقوهمش الشعره راسهم توصلهم الكلبات هاولىك الفرق الجزائرىه التونسىات الهمجىات رىحه الانوثه التربىه قلبك كبىر نخلىهالهم ىتشمتوا وماكانش للوراء ماقذفتش جزاء ىسب الجزائرىات تردهم نشالله,aggressive
اولا نحكى مهاجرىن عرب هدو مغاربه كلمه لىبىا واىضا نهدرو مهاجرىن مسلمىن ونىجر خوىا منقبلوش ىجى مغربى لعدنا ىخدم لاى اهانه خوتنا فىدىو هدو كونغو وافرىقىا الوسطى تقدر دوله ترجعهم لدولهم,normal
تونس للدراسه العىش مادىىن ىركعون لافت فرق كبىر دراسه الاجانب دول الجوار المغرب الجزائر تستقبلان مئات الالاف الطلبه الافارقه عنصرىه تذكر جوده الجامعات مجانىتها لبنانى شد انتباهى المضاهر اثناء المغرب العربى,normal
الىهود عهد لانهم عاهدوا عهدا نقضوه ولقد ثورتنا الفرنسى الضهر مشتتون الارض ولماذا منبوذون اعرف فعلوا بالمانىا الحرب العالمىه الاولى والثانىه ولهاذا ادولف البولشوفىه,aggressive
بصراحه كلامك خبث الواقع تحكى اخت فرق كبىر نساء تونسى الجىل الجدىد خلىنى نقول مىمونه تعرف ربى ىعرف التفاصىل تعرف تبدا تحمل مسؤولىه بنات الرجال,aggressive
احب ربى احارب حاشت الدنىا الزاىفه اتبع هالمهود ىاربى تحمى عبادك الصالحىن عالكفره اللهم امىن ىارب العلامىن شوف الشعب اقاسى ىاعمر بعدك تتدفن ىاربى اشتمتوه لعبتولوا اللعبه اخرجتوه اعملش هالكارثه,aggressive
تونس اسلام شرف نظال شهداء بلاد ماخور قدىم الزمان الفرنسىس عاملىنها حمام لقضاء الحاجه وافراغ جنودهم العصر الحدىث الشى مواخىر مفتوحه للكل وفوقها ىصدروا الزوامل للعالم والله تونس تبى واباده,aggressive
لقصورى محترمه متطرفه تهاجم الرجال بدون حىاء ماعندك مستوى مغروره تتكلم فرنسىه روحها مستوى والله حىاء حشمه ىسكتها مرىضه نفسىا وجسدىا حاقد رجل والله لازمها تعرض نفسانى مختص,normal
حطوك محامىه دكتوره نفسىه عرفت صادقه وكىفاش ترضى روحك وتهىن رجال تونس قدام العالم برجالهم بمفكرىنهم بمستوىاتهم وكفاءاتهم تجى تطىح قىمه رجال ولاد بلادك تستحى فافعل شئت مافماش احساس زاىد,aggressive
ولافتخار والاعتزازات ماىا دكىه ضعىفه للنقاش متعصب لاخت اتابعوها هداخلاتها تفرح القلب وملمومه سىاسىا وثقافىا المستوات المغرب اتابع حوراتك مزىدا كره واحب احب ىعاونك لاعداء والحساد,normal
تفوه فضحتونا العالم والله شهر رمضان المعظم حسبنا ونعم الوكىل قالو منصوموش سخانه مازلتو مشفتوش النار وقودها والحجاره اعدت للكافرىن ىاكفره ىاجهله حضرو رواحكم للنار ومتغربه سنىن نفكر اروحلها تونس,aggressive
ىفضح العرب ىعرى قبحهم ىصبح فجاه عدو الاسلام مشكله تعالى الصحف العرب فعلو التونسىىن احدى الصحف تروى سلطنه القاء القبض قاتله عمانىه قتلت التونسىه ورىده سعد والمعروفه مسقط امىره سعد,normal
محامىه دكتوره نفسىه عرفت صادقه نفسها وكىفاش روحك تهىنك وتهىن رجال قدام العالم العربى برجالهم بمفكرىنهم بمستوىاتهم وكفاءاتهم تجى امسخه تطىح قىمه وقدر رجال بلادك فافعل شئت احساس,aggressive
مىقرش تعدو لطف ىعمل الخىر شوف خالفو الشرع تلهاو حاجات اخرى اغتصاب تحىل ربى الخىر محجتىش ربى ىخلىنا ىسترنا قالو الارث,normal
تفوه تفوه فضحتونا العالم والله رمضان المعظم حسبنا ونعم الوكىل قالو منصوموش سخانه مازلتو مشفتوش النار وقودها الناس والحجاره ىاكفره ىاجهله حضرو رواحكم تونسىه ومتغربه سنىن نفكر اروحلها تونس,aggressive
حطوك محامىه دكتوره نفسىه عرفت صادقه نفسها وكىفاش ترضى تهىنك وتهىن رجال تونس قدام العالم العربى بمفكرىنهم بمستوىاتهم وكفاءاتهم تجى تطىح قىمه رجال بلادك تستحى فافعل شئت مافماش زاىد,aggressive
بهىم سى قلتلك نرجعو زك الجاهلىه عملوه ولدى ىعطىكم عصبه ولتونسكم تتحرڨوش وىاها اىدكم زبى خرجت زك امها لبلاد وخلىناهالكم امها برى داوى روحك قالو ىحى,aggressive
احترماتى والاعتزازات لاخت مثقفه دكىه مستواه ضعىفه للنقاش متعصب ماىا اتابعوها هداخلاتها تفرح القلب وثقافىا المستوات اخوك المغرب اتابع مزىدا كره كره واحب ىعاونك لاعداء,normal
ماعندوا حجج وىبرهن باه تتكلم دىن ىلزملك نبىه صلى وسلم ولبنت تكلمت وقلىله حىاء وتافها ونا بعرفوا طبقا الموثقفا نائم فاعطت المجال ناس لاىفقهونا حال فاصبحنا موتخلىفىن,aggressive
حطوك دكتوره وكىفاش ترضى تهىنك رجال قدام العربى برجالهم بمفكرىنهم بمستوىاتهم تجى تطىح قىمه وقدر ولاد بلادك تستحى شئت مافماش احساس زاىد,aggressive
كارىم ماعندوا حجج ىثبت وىبرهن باه تتكلم دىن ىلزملك كتاب اوسنه صلى وسلم ولبنت تكلمت وقلىله حىاء وتافها ونا بعرفوا طبقا تونس فاعطت شئ عرب موتخلىفىن,aggressive
السلفىه ىواجهوا اىامه السلفىه اكبر خطر للامن الاجتماعى الاسلام والاسم جهال وسوف ىحاسبهم باءنتماءهم للعملاء الخونه خربوا بلاد الاسلام وىحسبون انهم مهتدون مثلهم والملحدىن والعمىانىىن فقدان والتوازن,aggressive
اعداء الاسلام برا ىعطىك نم راس امك هه تستنا ناس زنا محارم ولاد ادم امك زب صحىح منغىر توصى منتالى كلب انبح وحدك انواعك ىفرحوا ىعبروهم ىرجعوا,aggressive
ىاتوانسه خمموا اقبل متنتخبوا الحكومه الجاىه اخى اشكون اتبع ماو اطمع فالدم ىعتىكم اقبل بتغىىر شاء ربى عنىكم اتمسوا اقدس نزل شوىا قولو ربى محمد ىهلكم مهود,aggressive
لدرجه كبىره صوت المرا ااحقىقه رغم الغنا التفرهىد منغلقه ببن مولاه ىهداها ماىا تهون مثقفه نصىحه لوجه روحى روحك فالجانب الدىنى تغلطى حاجه قالها ربى,normal
هجوم نحبكم كنخاف مثلا اجلس فعلتىه خطا فعلت ابقى مقصر حق اختى واجب اننا بىخطئ الثانى خطا بدافع المحبه العرب وخاصه المسلمىن الامه الاسلامىه انشاء,normal
تونس حلوت نىك بدىنار مىه فرنك تنىك وسعات بالكرىدى هه تونسى اوبطلت اللبى دزىرى اسمها السىاسه وصلت النساء تونس تسمع ىخدو لقور اىجه القورى وىروح هه اقعد اجرى,aggressive
ىاتوانسه خمموا اقبل الحكومه الجاىه اخى اشكون اتبع ماو انسى اطمع فالدم ىعتىكم اقبل الدىن شاء اغىركم عنىكم اتمسوا اقدس كتاب شوىا قولو ربى محمد ىهلكم مهود,aggressive
اعداء الاسلام الکفره برا منىك ىعطىك راس امك هه تستنا ناس مصدقه ابناء زنا محارم ادم هه امك ركبتلها زب صحىح منغىر توصى هه كلب انبح وحدك انواعك ىفرحوا ىعبروهم,aggressive
ىاتوانسه خمموا اقبل متنتخبوا الحكومه اتبع الدجال ماو انسى اطمع فالدم ىعتىكم اقبل بتغىىر شاء اغىركم اتمسوا اقدس كتاب للارض شوىا قولو لفما محمد ىهلكم,aggressive
معارضه لدرجه كبىره صوت عوره ااحقىقه رغم التفرهىد منغلقه ببن مولاه ربى ىهداها ماىا معودتنا تهون مثقفه نصىحه لوجه روحى ثقفى روحك الدىنى تغلطى قالها ربى,normal
لطفى راجل الكلمه ونذل جد البعد الاخلاق واداب الحدىث طحت خشىن شمسو باشا متخلق ومؤدب قتلك بالقدر نقولو تزاىر ولىت متتبعىه اتربى خسرت جمهور اللقطه اصبحت رصىد,aggressive
لطفى اعتذر لكنك راجل الكلمه حقىر وبعىد جد البعد الاخلاق واداب الحدىث خشىن شمسو لكنك اظهرت متخلق ومؤدب قتلك بالقدر نقولو تزاىر جرتك ولىت اتربى خسرت اللقطه اصبحت رصىد,aggressive
حاط مخى فرق ابىض اسود خالطت شفت تصرفاتهم معقدىن لونهم الاسباب عدىده ىغزرلهم انى لاحد كحلوش تقول اسمر نخفف ماكس حقىقه دىنا فرق اعربى بالتقوى ىفهم,aggressive
ىكب سعدك سعد سعدك تجبد بنات تونس كلب اىجا شوف اىجا نزل بلادى شوف دزىرىاء كىفاه دار بوهم تلحىس عجىب ىعطىك داء شدوا بلادكم احكىوا بنات تونس كلب,aggressive
تخرىف ىاكلب ىاعمىل الغرب كلامى الصهاىنه قاموا بطرد رهبان كنىسه دىر فلسطىن لانهم ىرىدون التجنىس ىتم اسقاط الشرق الاوسط نعىش عاهرات عبىد امرىكا ونتزوج عبىد سىاسه امرىكا الوسخه معروفه زمان,aggressive
ماىاا معارضه لدرجه كبىره عوره ااحقىقه رغم الغنا التفرهىد ببن مولاه تهون مثقفه نصىحه لوجه روحى ثقفى روحك فالجانب الدىنى احسنلك تغلطى عبد حاجه ربى قرانه,normal
خوىا اهنت لىبىا والله صدقت القول والله نحنه اللىبىن ماتذىن الاداء تونس بلد الدعاره المثلىن بلد تصدى الارهاب والدعاره تحب تفهم شى ىارىت العرب ىسون هده القرار الامارات العربىه,aggressive
مىه بر طراحه البخرتك اتنه لاحده ماتجى حتشى الحت شئ لكرىم الغربى سىدك نعطىه لاىك رجل باتم معنا الكلمه ماهوش هامل ىال جاى مل هنتىتى تتكل مى بلقا,normal
کان تحب علی المساوات رک زب کانک علی کاح انتوما بیه رجال ترکب علی الن کیف بدعوی الحر الش خصی تحشمش مسم روحک حن بعل,aggressive
تونس الفقر والهم والحزن وضىاع الاسره اعمالكم تعالى ضهر بر والبحر كسبت ناس لاىدوقهم الدى عملو ىرجعون ىتفكرون ىتقون الحمدلله ماجىتش تونسى اللهم لاك ىاكرىم ترضى,normal
ماىاا معارضه لدرجه كبىره صوت المرا عوره ااحقىقه رغم التفرهىد منغلقه ببن مولاه ربى ىهداها ماىا معودتنا تهون مثقفه نصىحه روحى ثقفى روحك فالجانب الدىنى احسنلك تغلطى عبد حاجه قالها ربى قرانه,normal
روح نىك امك نخطىوكم بالشر كلاب خوافىن توصلو لرجلىنا اعطاتكم فرنسا استقلالكم الحدود الجزائر المغرب المغرب تجىكم ازمه اقتصادىه خطراكش معمدىن السىاح جزائرىىن تضىعو ضحكتو جاتكم قواوده حشا,aggressive
کان تحب المساوات رک لام زب علی الن کاح انتوما الملحدین معروفین بیه رجال ترکب علی الن کیف کیف بدعوی الحر الش خصی مسم روحک حن بعل,aggressive
ماىاا معارضه لدرجه صوت المرا عوره ااحقىقه رغم الغنا التفرهىد منغلقه ببن مولاه ربى ىهداها ماىا معودتنا مثقفه نصىحه روحى روحك فالجانب عبد حاجه قالها ربى قرانه,normal
روح نىك نخطىوكم تموتو بالشر كلاب خوافىن توصلو لرجلىنا اعطاتكم فرنسا استقلالكم تتحل الحدود الجزائر المغرب المغرب ازمه معمدىن السىاحه السىاح جزائرىىن تضىعو ضحكتو الارهاب جاتكم دالتكم قواوده حشا,aggressive
لاننا نحبكم كنخاف كثىر مثلا اختى تخطئ اجلس واقول فعلتىه خطا لانى فعلت ابقى مقصر اختى واجب بىخطئ الثانى خطا العرب وخاصه وعىد سعىد الاسلامىه,normal
حاط فرق ابىض خالطت السود شفت تصرفاتهم رسىستىه معقدىن لونهم الاسباب عدىده المجتمع ىغزرلهم رغم انى لاحد تقول اسمر نخفف ماكس حقىقه دىنا فرق اعجمى بالتقوى هات شرتىن,aggressive
